776522983837954049	735449229028675584	2016-09-15 20:48:01	se lo dici tu... https://t.co/x7Qm1VHBKL	\N	\N	51c0e6b24c64e54e	\N	1		46.0027	8.96044	Twitter for iPhone	http://twitter.com/#!/download/iphone	plvtone filiae.	hazel_chb	146	110	28621	Earleen. 
776523000636203010	2741685639	2016-09-15 20:48:05	https://t.co/noYrTnqmg9	\N	\N	4e7c21fd2af027c6	\N	1		46.8131	8.22414	Twitter for iPhone	http://twitter.com/#!/download/iphone	samara	letisieg	755	2037	3771	Suisse
776523045200691200	435239151	2016-09-15 20:48:15	@BesacTof @Leonid_CCCP Tu dois t'engager en signant précisément:"Je partage les valeurs républicaines de la droite et du centre 1/2...	\N	\N	12eb9b254faf37a3	776522113859608576	5		47.201	5.94082	Twitter for Android	http://twitter.com/download/android	lebrübrü❤	lebrubru	811	595	30191	Fontain
776523058404290560	503244217	2016-09-15 20:48:18	@Mno0or_Abyat اشوف مظاهرات على قانون العمل الجديد انا طلعت الصباح من هناك مافيه شي بس اشوف الأخبار قبل شوي المشكلة راجع بعد يومين !!	\N	\N	30bcd7f767b4041e	776521597515624448	1		45.8011	6.16552	Twitter for iPhone	http://twitter.com/#!/download/iphone	عبدالله القنيص	bingnais	28433	417	12262	Shargeyah
776523058504925185	452805259	2016-09-15 20:48:18	Greek night #geneve (@ Emilios in Genève) https://t.co/sEplW0Mcyz	6.14414	46.1966	c3a6437e1b1a726d	\N	3		46.2048	6.14319	foursquare	http://foursquare.com	Alkan Şenli	Alkanoli	204	172	3390	İstanbul/Burgazada
776523071025012736	16416746	2016-09-15 20:48:21	@gregorypons #BusinessMontresVision https://t.co/T01r96nCfw	\N	\N	c3a6437e1b1a726d	776520907107995652	18777		46.2048	6.14319	Twitter Web Client	http://twitter.com	Gregory PONS	gregorypons	2398	305	14917	Geneva + watchmaking planet
776523092768219137	735449229028675584	2016-09-15 20:48:27	dillo https://t.co/hScjeZbi4c	\N	\N	51c0e6b24c64e54e	\N	1		46.0027	8.96044	Twitter for iPhone	http://twitter.com/#!/download/iphone	plvtone filiae.	hazel_chb	146	110	28621	Earleen. 
776523105007177728	2442105406	2016-09-15 20:48:29	Miii le voci nere.. Che meraviglia.. #XF10	\N	\N	3f0b5e0668b2fd3c	\N	5		45.8865	9.64878	Twitter for Android	http://twitter.com/download/android	Roberta Perani	robertabg72	971	1753	8181	\N
776523126729474048	101489921	2016-09-15 20:48:35	@Manu_Aka_Manny Sorry 	\N	\N	9b05f50adb666c0e	776520877613735936	1		45.8327	8.77107	Twitter for iPhone	http://twitter.com/#!/download/iphone	Martina Ferraiuolo	martiferraiuolo	530	308	9610	Varese, Italy
776523134409244673	715791830294650880	2016-09-15 20:48:37	Je veut ca https://t.co/NZpSScxQ70	\N	\N	3f056fa44e682001	\N	5		47.717	7.3448	Twitter for Android	http://twitter.com/download/android	analslut	doggyboynude	1206	2503	815	france
776523150351892480	735449229028675584	2016-09-15 20:48:40	seh https://t.co/HDbhb8yVma	\N	\N	51c0e6b24c64e54e	\N	1		46.0027	8.96044	Twitter for iPhone	http://twitter.com/#!/download/iphone	plvtone filiae.	hazel_chb	146	110	28621	Earleen. 
776523156123226113	774301808164532225	2016-09-15 20:48:42	Buenas noches	\N	\N	e38a1a641d02f8db	\N	5		46.9543	7.39491	Twitter for Android	http://twitter.com/download/android	somos amigos	FanGreece	155	183	55	Bern, Schweiz
776523166034325505	708744094131089408	2016-09-15 20:48:44	Am looking like a 2004 kid I swear you looking like you in your early40s.@Dremoapg she say make I nr touch her you be statue for Museum??	\N	\N	e1516e11913eeda0	\N	1		47.367	9.77039	Twitter for iPhone	http://twitter.com/#!/download/iphone	Mercyda	Mercydasexy	50	92	139	Austria
776523167363899392	358726205	2016-09-15 20:48:44	Comunque se sei figa non c'è bisogno di caricare una foto giornaliera sui social, noi maschi non ce lo scordiamo mica eh 	\N	\N	04578354cff6f4b1	\N	1		45.8314	8.80651	Twitter for iPhone	http://twitter.com/#!/download/iphone	Lorenzo Buccheri	LorenzoBuccheri	209	61	7069	Varese, Lombardia
776523188960370688	334647035	2016-09-15 20:48:50	Abus sexuels: la gym américaine dans la tourmente... https://t.co/8zEmko2AXK	\N	\N	c3a6437e1b1a726d	\N	1		46.2048	6.14319	Twitter for iPhone	http://twitter.com/#!/download/iphone	Arménio Costa	menicosta	268	1325	2542	Genève - Suisse
776523205162983425	3127752789	2016-09-15 20:48:53	@underdeskloser my paypal is insider85@windowslive.com for money request (5$), retweet when u get the cash	\N	\N	6c07f3233c333f95	\N	18777		46.5287	6.65208	Twitter Web Client	http://twitter.com	david	dassange5	409	841	1424	\N
776523247018008577	23514932	2016-09-15 20:49:03	That's a very interesting score. https://t.co/gp34IyCTlI	\N	\N	3acb748d0f1e9265	\N	1		47.3774	8.53676	Twitter for iPhone	http://twitter.com/#!/download/iphone	David Childs	DavidChilds	1243	1085	16287	Zurich, Switzerland
776523256761290752	735449229028675584	2016-09-15 20:49:06	// https://t.co/Yl5axt9w9x	\N	\N	51c0e6b24c64e54e	\N	1		46.0027	8.96044	Twitter for iPhone	http://twitter.com/#!/download/iphone	plvtone filiae.	hazel_chb	146	110	28621	Earleen. 
776523269361074176	2741685639	2016-09-15 20:49:09	https://t.co/Vjvk1YR3LV	\N	\N	4b041fd42a0be635	\N	1		46.4757	6.92537	Twitter for iPhone	http://twitter.com/#!/download/iphone	samara	letisieg	755	2037	3771	Suisse
776523271118397440	715791830294650880	2016-09-15 20:49:09	Sexy https://t.co/V7Z48BiSZf	\N	\N	3f056fa44e682001	\N	5		47.717	7.3448	Twitter for Android	http://twitter.com/download/android	analslut	doggyboynude	1206	2503	815	france
776523280358531072	14770715	2016-09-15 20:49:11	@ABSyst @realDonaldTrump Trump wäre um ein Vielfaches zerstörerischer als George W. Bush! Die USA ginge bankrott!  https://t.co/usxdS1zny0	\N	\N	8b3e53628223753a	776477603452575744	18777		47.0408	8.31721	Twitter Web Client	http://twitter.com	swissbusiness	swissbusiness	96181	93556	207521	Zurich
776523303339061252	482945279	2016-09-15 20:49:17	❤ https://t.co/keGzpzb1xJ	\N	\N	07416820413f3fc6	\N	5		45.8056	8.94102	Twitter for Android	http://twitter.com/download/android	Kesia. ∞	25novembre2014	446	296	21308	Como 
776523350193627138	735449229028675584	2016-09-15 20:49:28	cos https://t.co/CXlGuOcVkc	\N	\N	51c0e6b24c64e54e	\N	1		46.0027	8.96044	Twitter for iPhone	http://twitter.com/#!/download/iphone	plvtone filiae.	hazel_chb	146	110	28621	Earleen. 
776523366484348928	386182193	2016-09-15 20:49:32	Day 15 #WhenWhyHowYouISF some of my rescued guinea pigs 	\N	\N	60d7d1a0e340d7fe	\N	1		46.5594	6.60733	Twitter for iPhone	http://twitter.com/#!/download/iphone	Keep Smiling :-)	oh_my_Kristen	10099	8549	37319	isfoundation.com
776523368229208064	1009481707	2016-09-15 20:49:32	@LouleGribouille Oh putain ! xDD	\N	\N	094f032bf5c78dc8	776498810096791552	18777		47.6028	7.21985	Twitter Web Client	http://twitter.com	☆NinjAlei☆	Aleimine	302	452	7753	\N
776523375585923072	2754987088	2016-09-15 20:49:34		\N	\N	a1b759dc059e346f	\N	1		46.2088	6.09362	Twitter for iPhone	http://twitter.com/#!/download/iphone	Vanè ♡	vanessagarciar	56	37	733	\N
776523388911255552	1142605741	2016-09-15 20:49:37	#lugano	8.95092	46.006	51c0e6b24c64e54e	\N	7		46.0027	8.96044	Instagram	http://instagr.am	Lone Ranger	forager01	27	124	3761	Lahore 
776523394888134656	1092791342	2016-09-15 20:49:39	Ma mère ce qu'elle m'a dit elle a grv raison enft	\N	\N	e24baea80f9ad913	\N	1		46.1496	6.11957	Twitter for iPhone	http://twitter.com/#!/download/iphone	Diabinha	Messiiiiiiiiiie	1169	635	81787	Genève, Suisse
776523407676567553	940873855	2016-09-15 20:49:42	j'aime bien mon prof de droit, mais ses centaines de pages de cours en Comic sans MS, j'ai franchement du mal…	\N	\N	7668b962a78513e6	\N	18777		46.2465	6.13303	Twitter Web Client	http://twitter.com	Œil Critique	OeilKritik	57	84	7780	Genève, Suisse
776523409115254784	3195290350	2016-09-15 20:49:42	Twitter il déconne la	\N	\N	6606b27b2d7ca1b6	\N	1		47.4906	6.74196	Twitter for iPhone	http://twitter.com/#!/download/iphone	bushraa	viededingue__	157	27	7282	Montbéliard, France
776523414316212224	435239151	2016-09-15 20:49:43	@BesacTof @Leonid_CCCP "...et je m’engage pour l’alternance afin de réussir le redressement de la France" il y a "et du centre": je peux!2/2	\N	\N	12eb9b254faf37a3	776522113859608576	5		47.201	5.94082	Twitter for Android	http://twitter.com/download/android	lebrübrü❤	lebrubru	811	595	30191	Fontain
776523419261087744	4695376338	2016-09-15 20:49:44	The show must go on✈️	6.81899	47.1003	c2bf4772ec58dc04	\N	7		47.1136	6.82645	Instagram	http://instagr.am	Tim Zumba ZIN™	TimZumbaZin	167	123	314	La Chaux-de-Fonds, Neuchâtel
776523429822464000	944557244	2016-09-15 20:49:47	@10cri10 Hey! Did you get any news about your iPhone?	\N	\N	a1b759dc059e346f	774188590393884672	1		46.2088	6.09362	Twitter for iPhone	http://twitter.com/#!/download/iphone	Yannick G. Heywang	YannickHeywang	81	326	1686	Genève, Switzerland
